标题 
旅客 素质 参差不齐 不是 主要 原因 主要 车站 管理 问题 请 两个 保洁 事儿 都 解决 
车站 管理 不 到位 不要 说 旅客 24 小时 候车厅 都 有人 不 打扫 
人 不 自觉 
车站 站长 罚长 站 保洁 专业 讲 清洁 
人 素质 问题 没有 保洁 问题 
旅客 素质 太 差劲 村县 人 火车 上 到处 乱 扔 垃圾 还 大声 喧哗 
一批 人 素质 太 差 
好 脏乱差 火车站 … … 
不是 保洁 问题 旅客 素质 问题 
方城县 每次 南阳 火车站 看到 很差 卫生 更 不好 看到 城市 卫生 好 很 
素质 
说 义正 言辞 
前 一段 去 北京 回程 北京 南站 等候 
还 有点 疏忽 
大 车站 没有 保洁 
乱 扔 垃圾 人 生活习惯 不好 
关键 人 素质 低 不 知道 有没有 垃圾桶 
乘客 没有 素质 人 
这是 有点 
不 扔进 垃圾桶 垃圾桶 没有 
这位 服务员 不用 解释 不要 自责 这是 车站 领导 责任 候车室 服务 人员 人 每天 检票 服务 旅客 处理 很多 杂事 还要 打扫卫生 侯车 室 大 每天 客流量 人 顾得 过来 服务员 不是 孙悟空 没长 三头六臂 顾得 过来 大 车站 请不起 两个 保洁 简直 笑话 车站 领导 不可 推卸 责任 
旅客 素质 问题 
诸葛亮 之后 南阳 没有 人能算 出会 有人 反映 问题 
郑州 
这事 车站 关系 不是 垃圾 人乱 扔 导致 
疏忽 不是 大 
车站 有没有 保洁 没关系 只 旅客 人 文明 素质 关系 扔 垃圾 家 扔 垃圾 
真 恶心 
应该 从小 抓起 讲究 公共卫生 素质 等待 提高 
乱丢垃圾 旅客 素质 真的 太 差劲 垃圾 不 丢 垃圾箱 里 专职 保洁 旅客 乱 扔 垃圾 大 大厅 保洁 打扫 不及 大家 自觉 保障 
回答 太 草率 请问 这是 疏忽 问题 
习惯 好 
南阳 火车站 有康帅 桶 方便面 
个人 素质 问题 人 素质 差 配 保洁 够用 得罚 款 看看 还敢 随手 丢 垃圾 
罚 监控 挨个 罚 不缴 罚款 拉黑 不让 坐火车 
要往 地下 扔 
保洁员 捡 垃圾 速度 跟不上 旅客 扔 垃圾 速度 肿 办 
素质 问题 
家乡 南阳 值得 三思 地方 
是不是 没有 垃圾桶 
之前 去 火车站 看到 好像 都 火车站 职工 安检 检票 保洁   没有 专门 保洁 人员 
难怪 车站 大热天 候车室 
有没有 保洁 费用 领去 关注 
明明 游客 素质 问题 
我刚 毕业 想 做 保洁员 这份 工作 开 6k 包吃 住 就行了 要求 不高 
每月 保洁 5 百干 12 小时 卫生 好 
素质 东西 不是 人人 都 
不是 工作 疏忽 这是 旅客 素质 问题 
车站 保洁 关系 家里 扔 垃圾 
游客 素质 问题 保洁 不 扔 
很多年 都 
我前 几天 刚好 路过 南阳 火车站 侯车 室 挺 还 干净 
点名 信阳 某站 厕所 几年 几十年 前 旱 厕 外面 砖 漆 挺 像样 看 刚 走进 去 差点 吐出来 
素质 问题 怪 车站 
这是 旅客 没教养 
火车站 没 保洁 
罪魁祸首 不 应该 说 扔 垃圾 人 
几天 河南 出差 说 不 说 几个 县 交通 电动车 行人 横着 走 马路 晚上 街道 还 没有 路灯 
南阳 站 管理 能力差 造成 
上 热 搜 
已经 世界 有名 乱 扔 垃圾 
南阳 出 经验 
这是 旅客 个人 没有 文明 素质 
不 全部 车站 责任 乘客 责任 
惊呆 
不 素质 问题 
素质 无 语 
火车站 没 保洁 
随地 扔 垃圾 真的 一种 陋习 
都 乘客 素质 不是 保洁员 没 打扫 问题 
是不是 全国 客运 中间 站 都 缩减 客运 人员 
这是 顾客 素质 太差 不是 工作 疏忽 
车站 找 不到 垃圾桶 都 不吃 东西 都 不好意思 扔 地上 
火车站 不配 专职 保洁 
乱 扔 垃圾 令人厌恶 行为 
高铁 站 
侯车 室灯 很多 闪 修好 没有 都 几年 
丢人 
旅客 素质 太低 车站 应该 及时 打扫 公共场所 卫生 服务 很 重要 
垃圾桶 旅客 垃圾 随地 扔 
打扫 专业 
出 问题 为啥 没有 专业 保洁 
没有 垃圾桶 
先看 人 素质 保洁 
前段时间 去 西安 途径 安康 火车站 真的 惊掉 下巴 壳 候车室 一个样 垃圾 遍地 早上 5 点多到 
工作 有点 疏忽 公共 区域 应该 保持清洁 这是 最起码 强词夺理 
旅客 素质 差点 车站 没 保洁 工作 不 到位 
丢人现眼 这能 赖 旅客 
旅客 去 旅游 都 记得 带 没带 素质 
现在 旅行 高峰 光靠 保洁 打扫 工作量 超大 游客 不 垃圾 带走 素质 低 幼儿园 孩子 都 知道 环保 是不是 提升 素质 保护环境 这才 根本 
应该 谴责 扔 垃圾 人 
大型 车站 到处 都 垃圾桶 没见 几个 打扫卫生 地面 出 人影 
说句 不 中 听 不是 保洁 问题 这是 旅客 素质 问题 火车 候 客厅 三天 不 打扫卫生 不会 本人 弱智 请教 一下 安阳 省 
人 乱 扔 垃圾 这种 程度 从来 没见 随手 扔 垃圾 扔成 样子 
节约 成本 舍不得 保洁 垃圾桶 舍不得 多设 几个 够 节约 成本 
人 环保 意识 工作 不是 一点 问题 问题 很大 
一是 垃圾桶 少 二是 坐车 人 素质 不高 三是 车站 管理 问题 
车站 关系不大 反正 不会 乱 扔 说实话 看到 都 不 舒服 
只能 说 旅客 没 素质 家里 没 保洁 在家 乱 扔 垃圾 
都 问题   一条 座位 扔   太过分 
不 应该 指责 乱丢垃圾 人 素质 差 
真是 少见 大 车站 没有 保洁员 无 语 
过去 不 都 工作人员 打扫 现在 人 依靠 保洁 国家 不 应该 反思 
人 真是 一点 素质 没有 专业 保洁 垃圾 不能 随地 扔 估计 幼儿园 小孩 知道 
专业 专职 不是 事情 
不要 说 车站 问题 旅客 素质 问题 好 没有 垃圾筒 
素质 低下 家里 随意 乱 扔 垃圾 人 还 真是 邋遢 蛋 
难道 不是 旅客 素质 差 
不用 道歉 旅客 问题 
不是 没有 保洁 问题 候车 旅客 素质 太差 问题 
车站 有点 关系不大 ! 关键 乘客 素质 太差 
明显 素质 问题 责怪 别人 没 保洁 保洁 勤快 顶不住 没 素质 疯狂 乱 丢 
不单单是 车站 工作人员 问题 旅客 问题 垃圾 随地 乱 扔 都 责任 
素质 问题 但凡 有点 素质 吃 完 都 扔 垃圾桶 第一次 看到 垃圾 候车室 
旁边 垃圾桶 侧面 放映 出 问题 部分 旅客 素质 太 差 
火车站 没有 保洁 还 狡辩 太 恶心 
提高 旅客 素质 
工作 不 到位 还 推则 真恨 人 
人类 悲哀 破坏 环境 还 埋怨 环境 不好 
提高素质 不是 保洁 打扫 
保洁 功能 不是 大扫除 清理 不 小心 遗洒 卫生死角 公共卫生 包括 车站 景区 酒店 公共交通 … … 显示 整个 国民素质 
火车站 清洁工 按点 工作 地面 很 干净 看 人 都 吃 完 自觉 都 扔 垃圾桶 里 
太 可恨 有人 掉进去 后果 不堪设想 
嫩 不是 偷累 嫩 拾累 还 以为 没人要 
弄 说 说 弄 
喷 没 看见 旁边 人 极力 劝阻 老大爷 不明 事理 攻击 地域 干什么 
还 碰到 超市 购物车 塞 老头 乐里 带走 去 告诉 保安 保安 都 惊呆 一起 去 追 
哈哈哈哈 再也 不 网友 刚 
不要 怪 别人 地域 攻击 奇葩 真的 不像话 
没 办法 地点 人物 事件 都 卡 死死的 外省 朋友 解释 
不要 黑 河南 这种 人 纯属 素质 低 地区 无关 中华儿女 团结一心 共同进步 
大爷 老子 干 一辈子   还要 教 
说 边上 劝解 不是 当地人 不要 黑而 黑 
坏 彻底 说不清 
属于 盗窃 
完 完 …   弄 嘞 
这是 人 大家 说 说 
我来 讠 两句 公道话 这种 事情 不能   而论 
看 这种 新闻 都 会 不由自主 地看 一下 地址 
寻思 没人要 嘞 
还 到处 别人 说 假 假 … …   这下 完 
坏人 变老 
无脑 黑行 俩 河南 舍友 两年 宿舍 一件 东西 都 没少 反而 越来越 
河南人 外地人 解释 多年 终于 忘记 梗 这下 好 辛辛苦苦 三十年 一夜 回到 解放前 
玩完 
玩意 赶紧 取消 福利 保险 
看 完 视频 还 想 不会 地方 往下 一看 
IP 正确 
诶 一颗 老鼠屎 坏 一锅粥 
ip 正确 
妥 彻底 妥 说不清 
已经 犯法 
实锤 河南 朋友 
执念 
想 知道 这事 
这种 混蛋 应该 关 小黑 屋 好好 反省 反省 2 3 年 破坏 公共设施 应该 接受 法律制裁 
现在 已经 地域 攻击 上升 无 恶意 玩 梗 
每个 地方 总有 几颗 老鼠屎 做好 问心无愧 
完 梗 实锤 
大爷 大惊小怪 
这种 人太 可恨 万一路 人 不 小心 掉下去 麻烦 大 特别 晚上 开车 开得 太快 一不小心 掉 坑里 
不止 却 心眼 事 这是 缺德 害人 性命 
老毛病 犯 
传言 变 真的 
报警 抓紧 去 
严惩 
很刑 
这要 判刑 
报警 抓 太坏 
出来 解释 一下子 
坏 
老年 俗话 修桥补路 造福 后代 看 这事办 
弄 嘞 
报警 
发生 肾 事 
严查 违法 人 
不 懂       年纪 大       捡       一句     坏人 坏心眼 子       倚老卖老       坏 很     一大 年纪 还 坏 
流氓 变老 
报警 
先 面部 照片 拍下来 再 拍 视频 110 报警 即可 
坏人 都 变 老 
报警 拘它 
拍照 报警 
报警 抓 起来 
报警 
不是 没有 小偷 小偷 都 变 老 

倚老卖老 
公共场所 不算 偷 
不是 偷 
不道德 
河南人 
反正 地方 这种 人 
报警 
报警 抓 
下水道 专业户 

河南 硬气 东西 报警 
坏人 都 变 老 
这得 去 报个 道 才 行 
都 奇葩 刚刷 天天 拿盆 敲 
报警 
不 知道 坏人 变老 老人 变坏 
河南 
可恶 坏人 变老 
这是 明抢 按律 
不能 报警 
心疼 河南 朋友 梗 过不去 
拘 十五天 
笑 不语 
贪小便宜 坏人 坏到 老 
报警 
直接 不让 走 
跳进 黄河 洗不清 
不是 应该 报警 属于 违法行为 时间 理论 都 放 跑 算不算 包庇 
太坏 
一会 公安 大哥 安排 免费 吃 住 
犯法 危害 公共安全 罪 
报警 处理 
梗 过不去 
抓到 人 
坏人 变老 
报警 
先据 几天 
太过分 
后果严重 
老而 不是 贼 
一定 重罚 
名符其实 
河南 
这人 太 可恶 有人 掉进去 必须 惩罚 
追究 法律责任 不 装糊涂 欠 收拾 
没有 素质 
一意孤行 牢底 坐 穿 
这是 偷盗 公共设施 报警 
报警 
不 阻止 
真是 劲 这是 谋杀 有人 掉下去 责任 负 
不 阻止 
不用 打开 视频 知道 
太可气 
南阳 诸葛 庐 西蜀子 云亭 孔子 云 何偷 
大爷 干 很 合适 
心疼 河南 朋友 梗 过不去 
现在 老人 太 可恶         老不尊 
早上好 
下 一步 孙子 可能 会 掉 下水道 里 
批评 教育 一下 老大爷 
坏人 变老 
偷 换 不了 钱 都 不 懂 
小偷 变老 
笑 
太 可恨 有人 掉进去 后果 不堪设想 
老人 严肃 教训 一下 
警察 上门去 找 故意 破坏 公共 财物 
那句 广东 流传 
看刑 
有口难辩 
法律 面前 人人平等 年龄 大 不是 逃避 法律 借口 
心疼 河南 朋友 两秒钟 
紫薇星 不 定义 版   我来 讠 两句 公道话 这种 事情 不能   而论 
下水道 盖子 全部 老头 偷走 留下 很大 那种 坑 小孩子 子 掉下去 真是太 危险 
抓 
应该 马上 报警 
找 找 
这下 说不清 
08 年 高峰期 
晚上 酒 指望 
立 牌子 定 好 价格 采摘 完去 扫码 付款 不 付款 报警 再 装个 监控 看着 
牌子 早上 立 废品收购 站 下午 收 
地方       午饭 前 收到 
21 年 偷 23 年 天天 直播 天天 直播 偷花 人 几天 种花 成本 回来 
离开 上 厕所 手机 手机 架子 都 拾 走 
哈哈哈 
不种 一分 冬收 百斤 茶 
老祖宗 传下来 手艺 
别连 一起 说 说 南阳 就行了 
抢 完 帐篷 抢 花生 抢 完 山药 抢白 术 现在 菊花 
大马路 拦婚 车要 发烟 发红包 创死 
太 恐怖 
关键 每次 都 河南 
应该 中山 中山 喜欢 菊花 中不中 
广西 喜欢 中 
中 
中中 中 山 小榄 
一听 口音 知道 浙江 
中中 中 浙江 
杭州人 感觉 语言 不 互通 
中 杭州 工作 都 浙江 口音 
这次 算 云南 中不中 
听 口音 昆明 
中 
中 
印象 中 河南 正面 新闻 两个 胖 东来 传统 文化 电视节目 
印象 中 河南 正面 新闻 两个 胖 东来 传统 文化 电视节目 
为啥 都 一点 不 震惊 
这离 抢 药材 才 过去 18 天 真的 够 够 
都 抢 
抢药 抢 红薯 抢 花生 抢 高粱 抢 菊花 反正 都 五六 
河南 河南 
河南 河南 英雄好汉 都 敬 英雄 故拾 迷人 地方 
地方 没有 英雄 
云南 花 没听说过 绯闻 
河南人 强烈要求 南阳 信阳 驻马店 还给 安徽 
漯河 食博节 
今年 河南 天下 
上面 显示 大家 都 搜 典韦 双戟 偷 
中中 中 广西 
公元 197 年 建安 二年 三国 时期 魏国 曹操 磨下 名将 典韦 宛城 被车 胡儿 偷 兵器 双戟 最终 战死 宛城 今日 南阳 
问 全国 人民 都 不服 
真 丢人 我家 今年 30 亩 药材 没收 完 老太婆 都 去 地里 捡 星期 早上 开车 去 抓 人 直接 工具 收 东西 放下 骂 祖宗 八代 放在 古代 教它 做人 
南阳 好好 整治 全 河南人 一起 丢人 
0 元购 
中国 黑人 
中不中 
河南 南阳人 干的事 
河南 人民 淳朴 热心肠   一家 丰收   全村 帮收 
河南 
春天 不 播种 秋天 粮 满仓 
河南 
人 还 怪 好 咧 助人为乐 
河南 
一分钱 这种 行为 偷 
发现 评论 区 几乎 没有 河南 老表 出来 评论 
南阳 周口 河南 掉 分 
井盖 乡 不是 盖 
河南 
河南人 狠起来 不 人留 活路 
中中 中 
不多 违法 偷 抢 不 都 违法 
中 
不用 看 广东 听 口音 知道 中不中 
这是 正点 插 瓶子 里 好看 
以前 上学 芍药花 很 好看 不 懂 没 概念 同学 约 去 采花 
河南 地方 … … 乡亲们 很 亲切 … 特别 热情 … 
电网 装 起来 
雁过拔毛 地方 领教过 
河南 
俺拾 之乱 
河南 
河南 想 干 
河南 周口 
黄泛区 之后 留下 习惯 
人嘛 
河南 叔叔 很忙 
本来 云南昆明 
习惯 好 不是 大事 
盗窃罪 
河南人 河南 就算 广东 厂里 有个 河南 大姐 每天 都 去 厕所 厕所 纸巾 完 带回去 反感 完 
拍脸 网暴 才 有用 
应该 粮食 
外省 河南 看着 都 闹心 
真 缺德 
拉 电网 
一朵 两块钱 直接 安排 人 地头 收钱 立个 牌子 菊花 自采 赚 更 
山东 山东 人 没 
之前 河南 不 药材 村民 抢 这次 菊花 河南 
农药 
南阳 
防盗网 
夸张 死 
想 看看 是不是 河南 一看 
养条 咬 人 狗 分 
死球 没成 晒 
今年 全是 河南 真 丢脸 辛辛苦苦 劳动成果 就让 人 整走 
不用 猜 河南 
河南 今年 上大分 
都 河南人 
偷走 亲人 上坟 去 
拉 电网 
这种 抢 东西 都 发生 河南 
河南人 
河南 
河南 
几十年 国家 不让 说 河南 不好 不让 说 河南人 不好 最近 几件 地里 事 哪件 不是 河南 
明明 没 素质 人 问题 骂 河南人 身边 河南人 很 朴实 搞 地域 歧视 
地方 风气 
准备 好称 逮到 就让 买单 
典韦 南阳 武器 都 丢 正常 
河南 
放狗 
河南 
河南 
人 傻 直接 立牌 儿 摘 一次 1 万 天天 睡 地方 不得 赚发 
报警 
河南 
去 他家 电器 发现 说 少拿点 
看到 地域 知道 

男子 菊花 卖钱 偷 菊花 都 回去 上坟 
放狗 
不用 看 知道 人 
河南人 
没事 河南人 都 说 正常 底线 不 
想个办法 不能 河南人 跑 出 省 
对得起 承受 骂名 苦难 
建议 开个 直播 
出来 洗地 
河南 
祖传 手艺 
河南人 教育资源 少 素质 提升 需要 时间 
立个 微信 收款 码 钱 一朵 那种 付钱 估计 减少 点 损失 
围起来 进去 50 人 摘 花 论斤 卖 看抖 音去 知道 不 知道 堵 不住   立起 规矩 
整个 大棚 
抢 不 完 根本 抢 不 完 
吼 
一看 知道 河南 
这次 算 成都 
警惕 海量 个例 
大学生 去 一天 50 块钱 管饭 行 
刚刚 还 看到 媒体 强盗 嚎丧 
偷走 以后 命脉 … 小 农户 天然 逼 不 种植 以后 市面上 买 药熏 所谓 天道 轮回 最后 轮回 偷走 人 身上 
装个 电网 
好 下头 噢 
素质 真的 差 
改成 菊花 采摘 旅游 
中 
山东 应该 这种 事 极少 
这次 黑 南阳 请 蛋糕 姐 青青 赶紧 出来 澄清 一下 
河南 
听囗音 广西 钦北防 三个 村 老乡 说 中 不 中 
开 直播 算了 
木偷 拾 嘞 
缺 几条 大 狼狗 
总是 
放 牌子 警示 蹲 抓 抓 罚 一千 可比 专门 出货 来得 钱快 
为啥 事 总是 发生 河南 
河南 
原来 舍友 驻马店 手表 偷 告诉 新 买 死活 不认 
摘花 花种 附带 培植 说明 
直接 南阳   不要 河南 南阳     好多 人 跟风 说 河南人 
拉网 
反正 都 出名 
这是 民风 
枪 好 说 
围起来 二 放 几个 笼子 边上 里边 装 几条 毒蛇 三 立个 牌 菊花 地里 已 投放 毒蛇 擅入 咬 后果自负 
这是 
偷子 
河南 
河南 哈哈哈哈 
素质 真高 
河南 
上次 好像 看到 抢摘 花生 现在 看到 抢摘 菊花 
第一 感觉 河南 一点 没 意外 
建议 加入 征信 系统 
到底 不好 习惯 
民风 彪悍 
偷拿 别人 东西 人 真的 厚颜无耻   没有 良心 不 知道 丢人 
河南 
肯定 河南 
都 发生 河南 
别种 妥 指望 人性 不 保险 
河南 
以前 还 认为 河南人 挺 委屈 
现实 中 认识 几个 地方 人 刚 认识 觉得 热情 憨厚老实 接触 久 才 发现 特别 小气 嫉妒 别人 很 双标 背后 捅 人 刀子 卖 队友 那种 坏 真的 骨子里 透出来 
朋友 租地 花生 收 花生 机器 刚过 掉 地上 散 花生 还 没 来得及 捡起来 一堆 人 冲过去 抢 捡 撵 都 撵 不 走 真的 无语 
南阳 唐河 现在 出门在外 说 唐河 说 南阳 太 丢脸 
中 中 中 
这是 陕西 中嘛 
不 直接 现场 卖 钱 一朵 钱 一斤 试试 
爱偷   直接 改成 收费 制度   没人 去 
看到 河南 正常 
都 有外 租户 大片 包地 有种 萝卜 都 骑 三轮车 拉 
干嘛 马赛克 
弄个 几个 入口 设置 牌子 设置 自助 付款 二维码 自助 入园 定好 摘 不同 价格 会 好 很多   爬山 扔 垃圾 一路 都 没有 垃圾桶 背包 手 不好 大部分 人 总会 忍不住 乱 丢 
太 丢人 不要脸 
河南 
终于 浙江 
河南 
丢脸 
去 山晋 河南 请 绕行 
带 塑料袋 肯定 罚款 
中山 看 花都 收费 摘花 不 收费 不 给钱 直播 偷花 人 
玉米       花生       大豆         地瓜         药材               菊花         地里 还 能种       真是 全国 人民 无话可说 
第一 反应 河南 
人有 脸树 皮 
河南 雄起 事 河南 今年 发生 河南 0 元购 
南阳 地方 四 百亩 菊花 不 知道 视频 里 人 喊 装 上 ＂ 啥意思 拍 视频 
河南 
一方水土养一方人 
顾 个人 站 门口 收费 
全部打 上 农药 警示牌 做好 
马赛克 
这是 素质 问题 
打残 几个 不敢 
河南 豫北 地区 黄河 以北 没有 这种 情况 
每天 几百斤 夸张 
应该 追责 
典韦 来到 南阳 都 偷 双戟 
河南 做 农业 老板 感到 悲哀 河南 还 需要 几代人 沉淀 才能 告别 类 事情 00 后 老 好 整体素质 起来 
河南 
每天 现场直播 全国 人民 围观 看 要脸 不 
好看 成网 红 打卡 四周围 起来 进去 收 门票 
这是 城市 宣传片 
典韦 双戬 没 咋整 
菊花 偷 
养只 大型 狗 吓死 
收费 参观 
想起 靠种 草药 为生 大姨 一群 人 都 挖光 杀人 区别 
河南 上分 中 
老家 有人 没有 人去 摘 
都 河南 
老家 承包 西瓜 玉米种 地瓜 没有 这种 现象 村 外省人 承包 西瓜 有时 路过 会 说 西瓜 摘 回去 吃 说 想 吃 会 买 都 说 人太 客气 
河南 亲们 真的 应该 反思 一下 现在 外省 单位 不用 河南人 
河南 
江苏 
河南 
人怪 劲 嘞 
放 高压 电网 
这次 没人 黑 河南 
不能 刑事 立案 不是 偷窃 
摄像头 
河南 
河南 非 物质 文化遗产 
广西 没有 听说 这种 无良 刁民 
井盖 不是 误解 
河南 不要脸 
河南 滴 
明码标价 一朵 200 
河南 
以为 缅北 没 办法 出现 铺天盖地 报道 拍 电影 树上 武器 长 成熟 
不用 看 文字 晓得 河南 
不行 农作物 偷载 一罚 百 现在 人 素质 不行 
日本 人 售后 中药材 
丢人 身为 河南人 真的 很 无奈 
罚款 见到 逮 
河南 
今天 人 家门口 摘 4 朵 菊花 
为啥 都 河南 
别有用心 人 黑 河南 
罚款 
河南 中国 很 出名 … … 
还好 现在 井盖 水泥 道路 更 麻烦 
进来 想 看 各地 大神 调侃 
河南 
立个 牌子 先 警告 摘 罚款 10 赔 
广西 阁下 应对 
偷花 人 车 都 废 看 还 偷 不 偷 
南阳 菊花 劫 
河南 不能 去 
河南 涨 见识 
搞 采摘 园 模式 
不信 … … 真的 
这种 事尽出 河南 河南人 
乡下 前 两年 有人 很多 都 出钱 去 采摘 没有 人 私自 去 摘 
河南 这种 行为 根深蒂固 
药 吃 苦 吃 点 花生 口干 喝点 菊花茶 
  咋啦   河南 咋啦 
跑 和尚 跑不了 庙 统统 抓 起来 拘留 15 天 赔偿 精神损失费 损坏 费 偷一罚 十 看看 下次 还 敢不敢 
没想到 现在 还 看到 明抢 
河南人 这辈子 都 不想 打交道 
这群 小偷 活不起 
不是 偷         路边 摘 
菊花 主人 河南 
罚款 就行了 10 倍 价格 偷 就让 偷 抓 一次 10 倍 赔偿 
拾滴 不是 摘 
大 河南 
素质 问题 
河南 特色 
建议 束上 一圈 微信 支付宝 收款 码 顶 上去 
放狗 打死 畜牲 
不摘 一点 抢 一点 活不起 
种点   非得 上 薅 去 
河南 不是 一次 两次 正常 
围起来   收费 采摘 
一个多月 还 没刷出 河南 
有个 评论 说 直播 专拍 人 方法 报警 都 管用 
真 丢人 
一看 知道 河南 
河南 
河南 早 两天 地里 抢 草药 还 没 停歇 … … 
河南 
河南人 样子 
都 这种 贪小便宜     建议 顾及 邻里 街坊 情面   抓住 就让 赔钱   不 赔 报警   来个 七八次   都 知道 不好惹   偷 少   当然 报警 警察 惹 烦   按着 人带 去 警局 
河南 
河南 挺 正常 
刚刷 河南 吃席 还 没动 筷子 鱼 打包带 走 
不能 换个 地方 江苏 
河南 老是 地方 出名 
河南 
弄 成 电网 
河南 
习俗 改不了 
河南 素质教育 法治 建设 有待 提高 尤其 南阳 好不容易 发展 起来 洛阳 襄阳 网红 城市 家伙 敢 去 直接 掉 贼窝 木 
这一 听 口音 新疆 维吾尔语 亚克 西 
可行 专怼 脸 特写 
河南 这是 
南阳 事 青青 出来 说道 说道 动 菊花 
河南 没有 警察 
1 设置 围栏 
都 骂 河南人 不 摘 几朵 花嘛 前段时间 抢 黄豆 骂 河南人 抢 药材 骂 河南人 好几件 事 都 想不起来 大家 骂 河南人 都 上 热 搜 河南人 招 惹 河南人 都 骂 别骂 散会 
河南人 真的 感觉 事情 太 丢人 不能 严惩 
警察 都 管不了 确实 没 办法 
都 发生 河南 
每次 都 看到 臭 不要脸 行为 媒体 确 不能 丑脸 公布出来 
河南 不是 一次 灾难 真的 快来 
厂里 几个 河南 下班 走路 不顺 点菜 都 算 亏 
这回 不说 专门 黑 河南人 人 还 用得着 黑 
农作物 搞完 菊花 遭殃 
篱笆 都 拆 走 太过分 种植 户张 先生 拾 回去 做 老公 
今年 河南 南阳 热度 贵州 黔东南 村超         村 BA 差不多 
完 今年 河南 全国 人民 怎看 河南人 都 报道 好 多次 
现在 很多 媒体 都 发 河南 发 河南 播放 量 高 才能 挣钱 发 省 上 不了 热 搜 播放 量 不 高 不 挣钱 才 不发 省 
