text_cut
这是 个人 素质 问题
素质 真的 低下
天桥 修好 之前 南阳 火车站 印象
现在 素质 太差 注重 环境卫生
旅客 垃圾 指定 地点 就行了
这是 乘客 素质 问题
有没有 保洁 没关系 个人 素质 问题 难道 在家
旅客 素质 参差不齐 不是 主要 原因 主要 车站 管理 问题 两个 保洁 事儿 解决
车站 管理 到位 不要 旅客 小时 候车厅 有人 打扫
自觉
车站 站长 罚长 保洁 专业 清洁
素质 问题 没有 保洁 问题
旅客 素质 差劲 村县 火车 到处 垃圾 大声 喧哗
一批 素质
脏乱差 火车站
不是 保洁 问题 旅客 素质 问题
方城县 每次 南阳 火车站 看到 很差 卫生 不好 看到 城市 卫生
义正 言辞
一段 北京 回程 北京 南站 等候
有点 疏忽
车站 没有 保洁
垃圾 生活习惯 不好
关键 素质 知道 有没有 垃圾桶
乘客 没有 素质
这是 有点
扔进 垃圾桶 垃圾桶 没有
这位 服务员 不用 解释 不要 自责 这是 车站 领导 责任 候车室 服务 人员 每天 检票 服务 旅客 处理 很多 杂事 还要 打扫卫生 侯车 每天 客流量 顾得 过来 服务员 不是 孙悟空 没长 三头六臂 顾得 过来 车站 请不起 两个 保洁 简直 笑话 车站 领导 不可 推卸 责任
旅客 素质 问题
诸葛亮 之后 南阳 没有 人能算 出会 有人 反映 问题
郑州
这事 车站 关系 不是 垃圾 人乱 导致
疏忽 不是
车站 有没有 保洁 没关系 旅客 文明 素质 关系 垃圾 垃圾
应该 从小 抓起 讲究 公共卫生 素质 等待 提高
乱丢垃圾 旅客 素质 真的 差劲 垃圾 垃圾箱 专职 保洁 旅客 垃圾 大厅 保洁 打扫 不及 大家 自觉 保障
回答 草率 请问 这是 疏忽 问题
习惯
南阳 火车站 有康帅 方便面
个人 素质 问题 素质 保洁 够用 得罚 看看 还敢 随手 垃圾
监控 挨个 不缴 罚款 拉黑 不让 坐火车
要往 地下
保洁员 垃圾 速度 跟不上 旅客 垃圾 速度
素质 问题
家乡 南阳 值得 三思 地方
是不是 没有 垃圾桶
之前 火车站 看到 好像 火车站 职工 安检 检票 保洁 没有 专门 保洁 人员
难怪 车站 大热天 候车室
有没有 保洁 费用 领去 关注
明明 游客 素质 问题
我刚 毕业 保洁员 这份 工作 6k 包吃 就行了 要求 不高
每月 保洁 百干 小时 卫生
素质 东西 不是 人人
不是 工作 疏忽 这是 旅客 素质 问题
车站 保洁 关系 家里 垃圾
游客 素质 问题 保洁
很多年
我前 几天 刚好 路过 南阳 火车站 侯车 干净
点名 信阳 某站 厕所 几年 几十年 外面 像样 走进 差点 吐出来
素质 问题 车站
这是 旅客 没教养
火车站 保洁
罪魁祸首 应该 垃圾
几天 河南 出差 几个 交通 电动车 行人 横着 马路 晚上 街道 没有 路灯
南阳 管理 能力差 造成
""
已经 世界 有名 垃圾
南阳 经验
这是 旅客 个人 没有 文明 素质
全部 车站 责任 乘客 责任
素质 问题
素质
火车站 保洁
随地 垃圾 真的 一种 陋习
乘客 素质 不是 保洁员 打扫 问题
是不是 全国 客运 中间 缩减 客运 人员
这是 顾客 素质 太差 不是 工作 疏忽
车站 不到 垃圾桶 不吃 东西 不好意思 地上
火车站 不配 专职 保洁
垃圾 令人厌恶 行为
高铁
侯车 室灯 很多 修好 没有 几年
旅客 素质 太低 车站 应该 及时 打扫 公共场所 卫生 服务 重要
垃圾桶 旅客 垃圾 随地
打扫 专业
问题 为啥 没有 专业 保洁
没有 垃圾桶
先看 素质 保洁
前段时间 西安 途径 安康 火车站 真的 惊掉 下巴 候车室 一个样 垃圾 遍地 早上 点多到
工作 有点 疏忽 公共 区域 应该 保持清洁 这是 最起码 强词夺理
旅客 素质 差点 车站 保洁 工作 到位
丢人现眼 这能 旅客
旅客 旅游 记得 没带 素质
现在 旅行 高峰 光靠 保洁 打扫 工作量 超大 游客 垃圾 带走 素质 幼儿园 孩子 知道 环保 是不是 提升 素质 保护环境 这才 根本
应该 谴责 垃圾
大型 车站 到处 垃圾桶 没见 几个 打扫卫生 地面 人影
说句 不是 保洁 问题 这是 旅客 素质 问题 火车 客厅 三天 打扫卫生 不会 本人 弱智 请教 一下 安阳
垃圾 这种 程度 从来 没见 随手 垃圾 扔成 样子
节约 成本 舍不得 保洁 垃圾桶 舍不得 多设 几个 节约 成本
环保 意识 工作 不是 一点 问题 问题 很大
一是 垃圾桶 二是 坐车 素质 不高 三是 车站 管理 问题
车站 关系不大 反正 不会 说实话 看到 舒服
只能 旅客 素质 家里 保洁 在家 垃圾
问题 一条 座位 太过分
应该 指责 乱丢垃圾 素质
真是 少见 车站 没有 保洁员
过去 工作人员 打扫 现在 依靠 保洁 国家 应该 反思
真是 一点 素质 没有 专业 保洁 垃圾 不能 随地 估计 幼儿园 小孩 知道
专业 专职 不是 事情
不要 车站 问题 旅客 素质 问题 没有 垃圾筒
素质 低下 家里 随意 垃圾 真是 邋遢
难道 不是 旅客 素质
不用 道歉 旅客 问题
不是 没有 保洁 问题 候车 旅客 素质 太差 问题
明显 素质 问题 责怪 别人 保洁 保洁 勤快 顶不住 素质 疯狂
不单单是 车站 工作人员 问题 旅客 问题 垃圾 随地 责任
素质 问题 但凡 有点 素质 垃圾桶 第一次 看到 垃圾 候车室
旁边 垃圾桶 侧面 放映 问题 部分 旅客 素质
火车站 没有 保洁 狡辩 恶心
提高 旅客 素质
工作 到位 推则 真恨
人类 悲哀 破坏 环境 埋怨 环境 不好
提高素质 不是 保洁 打扫
保洁 功能 不是 大扫除 清理 小心 遗洒 卫生死角 公共卫生 包括 车站 景区 酒店 公共交通 显示 整个 国民素质
火车站 清洁工 按点 工作 地面 干净 自觉 垃圾桶
可恨 有人 掉进去 后果 不堪设想
不是 偷累 拾累 以为 没人要
""
看见 旁边 极力 劝阻 老大爷 不明 事理 攻击 地域 干什么
碰到 超市 购物车 老头 乐里 带走 告诉 保安 保安 惊呆 一起
哈哈哈哈 再也 网友
不要 别人 地域 攻击 奇葩 真的 不像话
办法 地点 人物 事件 死死的 外省 朋友 解释
不要 河南 这种 纯属 素质 地区 无关 中华儿女 团结一心 共同进步
大爷 老子 一辈子 还要
边上 劝解 不是 当地人 不要 黑而
彻底 说不清
属于 盗窃
""
这是 大家
我来 两句 公道话 这种 事情 不能 而论
这种 新闻 不由自主 地看 一下 地址
寻思 没人要
到处 别人 这下
坏人 变老
无脑 黑行 河南 舍友 两年 宿舍 一件 东西 没少 反而 越来越
河南人 外地人 解释 多年 终于 忘记 这下 辛辛苦苦 三十年 一夜 回到 解放前
玩意 赶紧 取消 福利 保险
视频 不会 地方 往下 一看
IP 正确
一颗 老鼠屎 一锅粥
ip 正确
彻底 说不清
已经 犯法
实锤 河南 朋友
执念
知道 这事
这种 混蛋 应该 小黑 好好 反省 反省 破坏 公共设施 应该 接受 法律制裁
现在 已经 地域 攻击 上升 恶意
每个 地方 总有 几颗 老鼠屎 做好 问心无愧
实锤
大爷 大惊小怪
这种 人太 可恨 万一路 小心 掉下去 麻烦 特别 晚上 开车 开得 太快 一不小心 坑里
不止 心眼 这是 缺德 害人 性命
老毛病
传言 真的
报警 抓紧
这要 判刑
报警 太坏
出来 解释 一下子
老年 俗话 修桥补路 造福 后代 这事办
""
发生
严查 违法
年纪 一句 坏人 坏心眼 倚老卖老 一大 年纪
流氓 变老
面部 照片 拍下来 视频 报警 即可
坏人
报警 拘它
拍照 报警
报警 起来
不是 没有 小偷 小偷
""
倚老卖老
公共场所 不算
不是
河南人
反正 地方 这种
报警
下水道 专业户
""
河南 硬气 东西 报警
坏人
这得 报个
奇葩 刚刷 天天 拿盆
知道 坏人 变老 老人 变坏
可恶 坏人 变老
这是 明抢 按律
不能 报警
心疼 河南 朋友 过不去
十五天
不语
贪小便宜 坏人 坏到
直接 不让
跳进 黄河 洗不清
不是 应该 报警 属于 违法行为 时间 理论 算不算 包庇
一会 公安 大哥 安排 免费
犯法 危害 公共安全
报警 处理
过不去
抓到
坏人 变老
先据 几天
太过分
后果严重
老而 不是
一定 重罚
名符其实
这人 可恶 有人 掉进去 必须 惩罚
追究 法律责任 装糊涂 收拾
没有 素质
一意孤行 牢底
这是 偷盗 公共设施 报警
阻止
真是 这是 谋杀 有人 掉下去 责任
阻止
不用 打开 视频 知道
太可气
南阳 诸葛 西蜀子 云亭 孔子 何偷
大爷 合适
现在 老人 可恶 老不尊
一步 孙子 可能 下水道
批评 教育 一下 老大爷
不了
小偷 变老
老人 严肃 教训 一下
警察 上门去 故意 破坏 公共 财物
那句 广东 流传
看刑
有口难辩
法律 面前 人人平等 年龄 不是 逃避 法律 借口
心疼 河南 朋友 两秒钟
紫薇星 定义 我来 两句 公道话 这种 事情 不能 而论
下水道 盖子 全部 老头 偷走 留下 很大 那种 小孩子 掉下去 真是太 危险
应该 马上 报警
""
这下 说不清
高峰期
晚上 指望
牌子 价格 采摘 完去 扫码 付款 付款 报警 装个 监控 看着
牌子 早上 废品收购 下午
地方 午饭 收到
天天 直播 天天 直播 偷花 几天 种花 成本 回来
离开 厕所 手机 手机 架子
哈哈哈
不种 一分 冬收 百斤
老祖宗 传下来 手艺
别连 一起 南阳 就行了
帐篷 花生 山药 抢白 现在 菊花
大马路 拦婚 车要 发烟 发红包 创死
恐怖
关键 每次 河南
应该 中山 中山 喜欢 菊花 中不中
广西 喜欢
中中 小榄
一听 口音 知道 浙江
中中 浙江
杭州人 感觉 语言 互通
杭州 工作 浙江 口音
这次 云南 中不中
口音 昆明
印象 河南 正面 新闻 两个 东来 传统 文化 电视节目
为啥 一点 震惊
这离 药材 过去 真的
""
抢药 红薯 花生 高粱 菊花 反正 五六
河南 河南
河南 河南 英雄好汉 英雄 故拾 迷人 地方
地方 没有 英雄
云南 没听说过 绯闻
河南人 强烈要求 南阳 信阳 驻马店 还给 安徽
漯河 食博节
今年 河南 天下
上面 显示 大家 典韦 双戟
中中 广西
公元 建安 二年 三国 时期 魏国 曹操 磨下 名将 典韦 宛城 被车 胡儿 兵器 双戟 最终 战死 宛城 今日 南阳
全国 人民 不服
丢人 我家 今年 药材 没收 老太婆 地里 星期 早上 开车 直接 工具 东西 放下 祖宗 八代 放在 古代 教它 做人
南阳 好好 整治 河南人 一起 丢人
元购
中国 黑人
河南 南阳人 干的事
河南 人民 淳朴 热心肠 一家 丰收 全村 帮收
春天 播种 秋天 满仓
河南
助人为乐
河南
一分钱 这种 行为
发现 评论 几乎 没有 河南 老表 出来 评论
南阳 周口 河南
井盖 不是
河南人 狠起来 人留 活路
不多 违法 违法
不用 广东 口音 知道 中不中
这是 正点 瓶子 好看
以前 上学 芍药花 好看 概念 同学 采花
河南 地方 乡亲们 亲切 特别 热情
电网 起来
雁过拔毛 地方 领教过
河南
俺拾 之乱
河南
河南
河南 周口
黄泛区 之后 留下 习惯
人嘛
河南 叔叔 很忙
本来 云南昆明
习惯 不是 大事
河南人 河南 就算 广东 厂里 有个 河南 大姐 每天 厕所 厕所 纸巾 带回去 反感
拍脸 网暴 有用
应该 粮食
外省 河南 看着 闹心
一朵 两块钱 直接 安排 地头 收钱 立个 牌子 菊花 自采
山东 山东
之前 河南 药材 村民 这次 菊花 河南
农药
南阳
防盗网
夸张
看看 是不是 河南 一看
养条
死球 没成
今年 全是 河南 丢脸 辛辛苦苦 劳动成果 就让 整走
不用 河南
河南 今年 上大分
河南人
偷走 亲人 上坟
这种 东西 发生 河南
河南人
河南
几十年 国家 不让 河南 不好 不让 河南人 不好 最近 几件 地里 哪件 不是 河南
明明 素质 问题 河南人 身边 河南人 朴实 地域 歧视
地方 风气
准备 好称 逮到 就让 买单
典韦 南阳 武器 正常
直接 立牌 一次 天天 地方 不得 赚发
报警
他家 电器 发现 少拿点
看到 地域 知道
""
男子 菊花 卖钱 菊花 回去 上坟
不用 知道
河南人
没事 河南人 正常 底线
想个办法 不能 河南人
对得起 承受 骂名 苦难
建议 开个 直播
出来 洗地
河南
祖传 手艺
河南人 教育资源 素质 提升 需要 时间
立个 微信 收款 一朵 那种 付钱 估计 减少 损失
围起来 进去 论斤 看抖 音去 知道 知道 不住 立起 规矩
整个 大棚
根本
""
一看 知道 河南
这次 成都
警惕 海量 个例
大学生 一天 块钱 管饭
刚刚 看到 媒体 强盗 嚎丧
偷走 以后 命脉 农户 天然 种植 以后 市面上 药熏 所谓 天道 轮回 最后 轮回 偷走 身上
装个 电网
下头
素质 真的
改成 菊花 采摘 旅游
山东 应该 这种 极少
这次 南阳 蛋糕 青青 赶紧 出来 澄清 一下
河南
听囗音 广西 钦北防 三个 老乡
直播 算了
木偷
几条 狼狗
总是
牌子 警示 一千 可比 专门 出货 来得 钱快
为啥 总是 发生 河南
原来 舍友 驻马店 手表 告诉 死活 不认
摘花 花种 附带 培植 说明
直接 南阳 不要 河南 南阳 好多 跟风 河南人
反正 出名
这是 民风
""
围起来 几个 笼子 边上 里边 几条 毒蛇 立个 菊花 地里 投放 毒蛇 擅入 后果自负
这是
偷子
河南 哈哈哈哈
素质 真高
上次 好像 看到 抢摘 花生 现在 看到 抢摘 菊花
第一 感觉 河南 一点 意外
建议 加入 征信 系统
到底 不好 习惯
民风 彪悍
偷拿 别人 东西 真的 厚颜无耻 没有 良心 知道 丢人
肯定 河南
发生 河南
别种 指望 人性 保险
河南
以前 认为 河南人 委屈
现实 认识 几个 地方 认识 觉得 热情 憨厚老实 接触 发现 特别 小气 嫉妒 别人 双标 背后 刀子 队友 那种 真的 骨子里 透出来
朋友 租地 花生 花生 机器 刚过 地上 花生 来得及 捡起来 一堆 冲过去 真的 无语
南阳 唐河 现在 出门在外 唐河 南阳 丢脸
""
这是 陕西 中嘛
直接 现场 一朵 一斤 试试
爱偷 直接 改成 收费 制度 没人
看到 河南 正常
有外 租户 大片 包地 有种 萝卜 三轮车
干嘛 马赛克
弄个 几个 入口 设置 牌子 设置 自助 付款 二维码 自助 入园 定好 不同 价格 很多 爬山 垃圾 一路 没有 垃圾桶 背包 不好 大部分 总会 忍不住
丢人 不要脸
终于 浙江
山晋 河南 绕行
塑料袋 肯定 罚款
中山 花都 收费 摘花 收费 给钱 直播 偷花
玉米 花生 大豆 地瓜 药材 菊花 地里 能种 真是 全国 人民 无话可说
第一 反应 河南
人有 脸树
河南 雄起 河南 今年 发生 河南 元购
南阳 地方 百亩 菊花 知道 视频 啥意思 视频
一方水土养一方人
个人 门口 收费
全部打 农药 警示牌 做好
马赛克
这是 素质 问题
打残 几个 不敢
河南 豫北 地区 黄河 以北 没有 这种 情况
每天 几百斤 夸张
应该 追责
典韦 来到 南阳 双戟
河南 农业 老板 感到 悲哀 河南 需要 几代人 沉淀 才能 告别 事情 整体素质 起来
每天 现场直播 全国 人民 围观 要脸
好看 成网 打卡 四周围 起来 进去 门票
这是 城市 宣传片
典韦 双戬 咋整
菊花
养只 大型 吓死
收费 参观
想起 靠种 草药 为生 大姨 一群 挖光 杀人 区别
河南 上分
老家 有人 没有 人去
河南
老家 承包 西瓜 玉米种 地瓜 没有 这种 现象 外省人 承包 西瓜 有时 路过 西瓜 回去 人太 客气
河南 亲们 真的 应该 反思 一下 现在 外省 单位 不用 河南人
人怪
高压 电网
这次 没人 河南
不能 刑事 立案 不是 偷窃
河南 物质 文化遗产
广西 没有 听说 这种 无良 刁民
井盖 不是 误解
河南 不要脸
河南
明码标价 一朵
以为 缅北 办法 出现 铺天盖地 报道 电影 树上 武器 成熟
不用 文字 晓得 河南
不行 农作物 偷载 一罚 现在 素质 不行
日本 售后 中药材
丢人 身为 河南人 真的 无奈
罚款 见到
河南
今天 家门口 菊花
为啥 河南
别有用心 河南
河南 中国 出名
还好 现在 井盖 水泥 道路 麻烦
进来 各地 大神 调侃
立个 牌子 警告 罚款
广西 阁下 应对
偷花
南阳 菊花
河南 不能
河南 见识
采摘 模式
不信 真的
这种 事尽出 河南 河南人
乡下 两年 有人 很多 出钱 采摘 没有 私自
河南 这种 行为 根深蒂固
花生 口干 喝点 菊花茶
咋啦 河南 咋啦
和尚 跑不了 统统 起来 拘留 赔偿 精神损失费 损坏 偷一罚 看看 下次 敢不敢
没想到 现在 看到 明抢
河南人 这辈子 不想 打交道
这群 小偷 活不起
不是 路边
菊花 主人 河南
罚款 就行了 价格 就让 一次 赔偿
拾滴 不是
河南
素质 问题
河南 特色
建议 束上 一圈 微信 支付宝 收款 上去
放狗 打死 畜牲
不摘 一点 一点 活不起
种点 非得
河南 不是 一次 两次 正常
围起来 收费 采摘
一个多月 没刷出 河南
有个 评论 直播 专拍 方法 报警 管用
丢人
一看 知道 河南
河南 两天 地里 草药 停歇
河南人 样子
这种 贪小便宜 建议 顾及 邻里 街坊 情面 抓住 就让 赔钱 报警 来个 七八次 知道 不好惹 当然 报警 警察 按着 人带 警局
河南
河南 正常
刚刷 河南 吃席 没动 筷子 打包带
不能 换个 地方 江苏
河南 老是 地方 出名
电网
习俗 改不了
河南 素质教育 法治 建设 有待 提高 尤其 南阳 好不容易 发展 起来 洛阳 襄阳 网红 城市 家伙 直接 贼窝
这一 口音 新疆 维吾尔语 亚克
可行 专怼 特写
河南 这是
南阳 青青 出来 说道 说道 菊花
河南 没有 警察
设置 围栏
河南人 几朵 花嘛 前段时间 黄豆 河南人 药材 河南人 好几件 想不起来 大家 河南人 河南人 河南人 别骂 散会
河南人 真的 感觉 事情 丢人 不能 严惩
警察 管不了 确实 办法
发生 河南
每次 看到 不要脸 行为 媒体 不能 丑脸 公布出来
河南 不是 一次 灾难 真的 快来
厂里 几个 河南 下班 走路 不顺 点菜
这回 不说 专门 河南人 用得着
农作物 搞完 菊花 遭殃
篱笆 太过分 种植 户张 先生 回去 老公
今年 河南 南阳 热度 贵州 黔东南 村超 BA 差不多
今年 河南 全国 人民 怎看 河南人 报道 多次
现在 很多 媒体 河南 河南 播放 才能 挣钱 不了 播放 挣钱 不发
河南 主要 人口基数 相信 大部分 一颗 老鼠屎
贵州 绝不会 别人 东西
这次 湖北 中不中
中不中 天天 正统 养活 半个 中国 东西 不是 别人 脏水 脏水 脸上 网络 没赢 现实 没输 大义
耶熊 这次 江苏 中不中
药材 花生 红薯 高粱 菊花
河南 回事 不是 抢粮 菊花 药材
口音 华南 F3 中不中
官方 红薯 一堆 疯狂 种植 对骂 媒体 法不责众 不是 违法犯罪 理由 说白了 犯罪 代价 太低
河南人 好会 过日子
河南人 个别 素质 不能 代表 整个 河南 帽子 严严实实
周口 南阳 真的 河南人 闹心
河南省 兄弟 干嘛 没有 人管 这事
别人 农作物 赔钱 没钱 衣服
河南 河南
河南 最近 发生 众多 事情 咨询 身边 一位 河南人 同事 小酒 酒后 真言 便宜 不占白 这话 一点 脸红 好像 理所当然 年轻人 占便宜 知道 背着 点儿 父母 爷爷奶奶 真是 感觉 三观 尽毁
河南 菊花 羡慕 河南人 天天 过节
河南 河南 种植 好惨
这种 新闻 老是 发生 河南
河南人 丢脸
赛季 河南 上大分 中不中
土匪
河南人
河南人 垃圾 特别
年前 广东 里面 不要 河南人 不是 没有 道理
河南 南阳 最近 出名
哪帮人 改行 菊花
全世界 嘲笑 河南人
偷盗 拘留 报警 第二年 请个 律师 抓紧 几个 老实
地方 驻马店
老说 中原 南夷 北蛮 东倭 西扣 现在 中原 落下
上次 刷到 河南 药材 菊花
河南人 花生 菊花
河南人 讨厌 没有 边界 河南人
河南 真是 无言 面对
臣本 布衣 躬耕 南阳 奈何 菊花 被盗 迫于 生计 刘备 蜀中 创业
中原 文明 演化成 德行 可悲
河南 河南人 打算 解释一下
看到 媒体 这是 菊花 免费 免费 估计 老板 直接 民众 地域 标签
河南 河南 河南 一个月 抖音 不出 河南
看看 评论 河南 谩骂 嘲笑 地域 攻击 遥远 几百 千公里 几个 视频 别人 嘴里 说法 河南 标签 发现 这种 情况 一次 河南
河南 河南 河南 河南 河南 河南 河南 河南 河南 河南
这是 福建 大家 不要 误会 河南人 一听 口音 闽南人
上坟
看看 评论 河南 谩骂 嘲笑 地域 攻击 遥远 几百 千公里 几个 视频 别人 嘴里 说法 河南 标签 他会 知道 有人 来来 多人 想想 原因 河南
这是 广西 这帮 东西 听不进去
恶心 地方
海南
口音 广州
南阳 河南 明星 城市 排行榜 No.1 南阳 No.2 周口 No.3 驻马店
每天 无人机 洒水 农药
丢人现眼 不要脸 身为 南阳人 真的 无语
河南 南阳 广东 高铁
没有 地域 歧视 意思 好奇 河南 究竟
好好 研究 一下 村民
外地 工作 价格低 外地 工人 不满
地方 不行 法律
主要 法律 几个 判刑 后面 不敢 十个 没有 一百个 成千上万
视频 断章取义 当地 习俗 不要 下结论
当地 习俗 允许 非法 收割 劳动成果
耕地 山东人 霸占
坐井观天 细看 视频
口碑 不好 原因
刷到 新闻 惊讶 理解 支持 知道 邓州 不是 吃不起 婆婆 没事儿 出去 花生 收完 地里 有漏
孟楼 土地 流转 高粱 很多 听说 发生 这种 可能 在家 没事干 占个 小便宜
心想 现在 邓州 经济 不至于 样子 可能 骨子里 小便宜
之前 没听说过 不是 高粱 值钱 占便宜
丢人 奇葩 外地人 看不起 河南人 真的
知道
应该 后来 人一多
关键 这部分 真的 就让 外地人 河南 标签 努力 十分 动动手 努力 咱留 刻板 印象 无奈
这种 检法
艾玛 每次 看见 这种 新闻 要死
家里 老人 不要 别人 东西
老人 不乱 周边 没见 这种 缺德 玩意儿 关键 缺德 玩意儿 认识
赵集 乡西 片区 老头 老太 贪心 便宜 一粒 老鼠屎 锅汤
云南 广西 贵州 地方
不全是 河北 北部 国家级 贫困县 这种 闻所未闻 以前 冬天 家里 骡马 放出 野外 冬天 回来 不到 太远 一次 内蒙 回来
素质 两种 东西
懂个 蛋子
不是 借口
自动 拾取
山东 填平 河南 发展 经济
不行
亲美 头像 歧视 言论
别介 只能 个体 工程队 做做 很多 企业 不收
毫无 羞耻之心
霸占 别搁
没饭
山东 尿性
四川
坏事 开心 反正 不是 损失 笑话 不好
央视 已经 辟谣
治标不治本
最近 新闻 怀疑 生活 河南
央视 已经 辟谣 上网 带点 脑子
别酸 打电话 麦子 长老 现在 知道 视频 河南 流量 九派 辟谣 下次 再有 造谣 此事 坚决 追究 到底 河南人 精神损失费 太气 本来 名声不好 天天 造谣 河南人 脱离 群体 河南 个省 是不是 很爽 兄弟 省份 以后 河南人 出名 消失 天天 河南人 攻击 对象 真是 河南人 到底 一天天 跟着 起哄 拜托 长点 脑子 一天天 网上 别人 节奏 乐此不彼 笑话 河南人 真不知道 可笑
小心 井盖
素质 问题 地方 河南 出现 这种 情况 河南人 简单
""
""
优良传统
看到 生气
闹饥荒 闹怕
现在 河南 流量 第一
历史 习惯
真是 一颗 老鼠屎 一锅粥 从来 这种 现象 河南人 害臊
河南 不穷 GDP 总量 全国 第五 人均 中等 全国 第十八 不算 很穷
上次 河南 个别 地方 河南人 重庆 本事 过去 他妈的 无言以对
河南人 善良 民风 淳朴 帮主 家收 高粱
回答 正确
河南 媒体 流量 密钥 报道 看看 最近 媒体 报道 一件 事情 不会 流量 但凡 发生地 河南 一准 推上 流量 地方 报道 流量 河南 农业 大省 种地 老一辈 人穷怕 年轻一代 能干
山东 没见
可能 原来
不怕死 收割机 下面
天天 地方
河南 农业 狂欢节
地道 别人 辛苦 东西 小鬼子 一个样
参与
太给 河南人 丢脸
可不
多全 地方
东西 多人 光明正大
一方水土养一方人
耕地 外省人 霸占 河南 农民 耕地 没饭
叫做 外省 霸占 全国 土地 流转 霸占 土地 歪理 掩饰
强制 耕地 流转 整个 村庄 耕地 集体 外省 包地 公司 承包 一亩 块钱 上海
不是 上海 安徽 我门家 外包 从来 没有 哄抢 事情 不是 哄抢 理由
官方 定性
狗屁 官方 明明 庄稼
饿死
这帮 女人 起来
之前 刷到 河南 药材
河南 没法 豫东 素质 周口 驻马店 南阳 安阳 商丘 没法 深受其害
""
河南 洛阳
没饭 别人
素质
南阳
官方 已经 辟谣
不让 不要 主家 厉害
主家 骂人 不能 回去 霸道
你家
不能 家家 有本 难念 不会 别人 东西 只能 生活 所迫
今年 出现 这种 粮食
地方
地方
别扯 那种 地方 长大 认为
刚才 红绿灯 偷走 伙计 真是 人才
井盖 了解 一下
今天 刷到 第四个 河南
我刷 十几个
没事儿 再刷 一会儿 数据 喜好 推荐
人们 附近 没有 出过 这种
机器
一哭 二闹 上吊
风风光光 笔钱
今天 孩子 婆婆 农村 院子 开着 大门 老婆子 屋里 听见 声音 出去 一看 老太太 邋里邋遢 背着 口袋 院子 东西 认识 出去 认识 害怕 出去 吵起来 乞丐 认识 东西
说实话 真的 不要脸 丢人 可恶 可恨 河南人
旋耕机 几天 老人 旋耕机
误会 杨丞琳
好吃懒做 窃取 别人 劳动成果
素质 办法
口碑 从来 出来 整天 借口 抱怨 别人 学会 正视 缺点
